iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
HND,NA,NA,NA,NA,NA,NA,239.196506,231.090683,223.374724,215.824787,208.624118,201.675517,194.944757,188.467466,182.22131,176.07896,169.940271,163.858318,157.870564,152.058508,146.325721,140.655418,135.053074,129.517724,124.228116,119.086786,114.03817,109.015253,104.132335,99.429343,94.817846,90.386813,86.082444,81.94676,77.972982,74.183957,70.567351,67.173276,63.933306,60.865897,58.011599,55.336093,52.833997,50.514207,48.335883,46.27404,44.328005,42.435382,58.924712,38.859169,37.131817,35.466991,33.844483,32.300748,30.822656,29.440217,28.137356,26.911945,25.736188,24.623074,23.597085,22.663722,21.793641,20.968621,20.223701,19.507854,18.824256,18.1793,17.598572
HUN,NA,NA,NA,NA,65.717389,65.676487,65.569258,64.358235,61.181937,57.051037,53.553368,51.296562,49.586507,47.798633,45.941626,44.366602,43.128921,42.051512,40.900553,39.750274,38.826689,38.28464,38.107388,38.18812,37.804092,35.883258,32.468332,29.066296,26.712168,25.193274,23.894068,22.627436,21.812725,21.765769,22.053462,21.830635,20.770733,19.480451,18.508053,17.846417,17.257586,16.56418,15.67239,14.536042,13.377032,12.468105,11.892198,11.488976,11.110202,10.677918,10.153212,9.544507,8.93714,8.402205,7.946512,7.546951,7.190011,6.853511,6.520671,6.220648,5.996131,5.856325,5.742468,5.597388,5.396802,5.138303,4.834906,4.536164,4.27063
ISL,NA,NA,NA,26.56192,25.425716,24.422083,23.561418,22.872837,22.298142,21.81126,21.415638,21.040406,20.656889,20.22355,19.719535,19.135914,18.508922,17.85682,17.208748,16.58217,15.968637,15.35772,14.749005,14.135385,13.499884,12.840312,12.173506,11.515661,10.86807,10.263808,9.696478,9.178341,8.712173,8.302664,7.945074,7.636522,7.361753,7.108808,6.876765,6.654173,6.427665,6.195085,5.956975,5.713163,5.460525,5.209526,4.964387,4.71705,4.481455,4.25806,4.049859,3.855297,3.676469,3.506099,3.348155,3.201079,3.067855,2.942513,2.83058,2.721532,2.616806,2.517805,2.425079,2.339271,2.255797,2.178066,2.102021,2.027915,1.961822
IND,NA,NA,NA,NA,266.596778,262.229037,257.978537,253.776695,249.712552,245.883619,242.084971,238.5272,235.272586,232.256878,229.478992,226.772467,224.173175,221.656787,219.069771,216.382825,213.579432,210.563796,207.171358,203.468824,199.354442,194.873931,189.902234,184.625286,179.160481,173.636342,168.203618,163.055546,158.312882,153.873961,149.709211,145.72473,141.781386,137.78894,133.820849,129.922438,126.169969,122.644527,119.281656,116.030448,112.768476,109.435286,105.965392,102.449963,98.842911,95.207787,91.59268,88.001221,84.50146,81.085912,77.725486,74.421822,71.128412,67.881653,64.645873,61.416507,58.227173,55.09313,52.065996,49.11023,46.284391,43.592579,41.072997,38.694722,36.57424
IDN,NA,288.306586,280.230275,272.305173,264.457028,256.774029,249.430098,242.252563,235.425711,228.892533,222.782314,216.969409,211.391205,205.801425,200.253376,194.670353,188.96688,183.191651,177.38226,171.635068,165.984707,160.499974,155.269105,150.195681,145.332609,140.684934,136.328867,132.216943,128.301779,124.531691,120.816398,117.158016,113.52204,109.926138,106.315663,102.700176,99.095534,95.456753,91.757775,88.011641,84.238827,80.425692,76.716621,73.108836,69.636664,66.35887,63.24332,60.294167,57.498018,54.861744,52.373947,50.018771,47.798739,45.708128,49.681792,41.887318,40.14692,38.504196,36.97011,35.502555,34.118043,32.802916,31.534394,30.30994,29.120751,27.98421,26.905243,25.919517,24.983884
IRN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.799014,176.826398,168.207683,159.778503,151.059293,142.160075,133.105409,123.997891,115.074199,106.556357,98.531282,91.414354,85.173483,79.677759,74.830006,70.493382,66.472213,62.678958,59.202425,56.040223,53.210981,50.665335,48.359861,46.247699,44.215041,42.235878,40.237362,38.236312,36.214307,34.255287,32.404653,30.627515,28.946209,27.361111,25.87052,24.44246,23.090861,21.835783,20.70106,19.704409,18.826726,18.057954,17.309761,16.639402,16.025446,15.456498,14.906927,14.40131
IRQ,357.998725,336.365188,316.10669,297.030659,278.917079,261.786887,245.641108,230.665879,216.689117,203.85746,191.932602,180.9525,170.686987,161.272304,152.692618,144.899207,137.649272,130.961241,124.767311,118.973871,113.448108,108.273636,103.376122,98.628048,94.176217,89.900341,85.842861,82.081949,78.593946,75.348079,72.367467,69.656499,67.229276,64.944228,62.877975,60.980876,59.222809,57.624201,56.191251,54.913338,53.729237,52.66567,51.652653,50.721283,49.793226,48.889373,47.978639,47.076363,46.142233,45.192215,44.272516,43.362695,42.477718,41.609119,40.733701,39.831067,38.896253,37.912769,36.884955,35.814199,34.745743,33.663452,32.59156,31.541916,30.497827,29.489462,28.514096,27.609112,26.712473
IRL,54.238355,51.955458,49.544398,47.128578,44.890612,42.938978,41.227581,39.708999,38.280208,36.820376,35.283203,33.813085,32.533662,31.334628,30.050979,28.623624,27.093297,25.533803,24.103587,22.980743,22.218855,21.726994,21.388508,21.072785,20.634875,19.977643,19.099539,18.033444,16.829692,15.559477,14.313772,13.217173,12.347524,11.680846,11.148747,10.717429,10.385377,10.149484,9.928971,9.615598,9.164649,8.638892,8.120834,7.684875,7.403084,7.295228,7.289619,7.319141,7.331307,7.286524,7.146093,6.88532,6.498223,6.041748,5.588419,5.187737,4.86073,4.61821,4.441555,4.298139,4.174365,4.067964,3.983444,3.916717,3.870497,3.832876,3.791526,3.733169,3.657057
ISR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.975992,26.156483,23.742341,21.777954,20.207649,18.986447,18.039502,17.271708,16.596879,15.924527,15.186193,14.420967,13.705774,13.081937,12.541154,12.06645,11.605178,11.083381,10.481548,9.848214,9.230094,8.662861,8.183827,7.79176,7.461035,7.167117,6.891345,6.629097,6.372871,6.113276,5.845463,5.578071,5.328591,5.102243,4.90148,4.720743,4.555234,4.399881,4.253973,4.123158,4.01287,3.921993,3.849891,3.792022,3.73237
ITA,88.807669,81.679752,75.329854,69.801368,65.261397,61.826178,59.402962,57.515559,55.734883,53.89388,51.946424,49.864777,47.656783,45.356548,43.102124,41.069012,39.32626,37.814985,36.433914,35.062957,33.56934,31.840352,29.845412,27.593111,25.261326,23.0711,21.136129,19.49217,18.138931,17.021369,16.05844,15.181731,14.338983,13.503288,12.698236,11.973603,11.34962,10.821228,10.375427,9.991751,9.646887,9.313739,8.935567,8.479182,7.973056,7.476177,7.021296,6.605427,6.221384,5.873234,5.564732,5.295693,5.054416,4.833108,4.633961,4.469241,4.338392,4.233643,4.143599,4.059941,3.974067,3.882004,3.78233,3.675086,3.558908,3.4306,3.293455,3.156599,3.031152
JAM,NA,NA,119.224262,113.810549,108.764343,103.884444,99.140657,94.540691,90.221931,86.166645,82.413594,79.021485,75.978099,73.064678,70.394324,67.929429,65.559168,63.354425,61.211874,59.099379,57.001286,54.968102,53.000358,51.150394,49.385714,47.757176,46.237758,44.841426,43.489747,42.196442,40.931637,39.729932,38.578052,37.452404,36.387657,35.342581,34.30819,33.30072,32.328512,31.348603,30.411783,29.492002,28.597076,27.708263,26.86979,26.023217,25.189561,24.400392,23.653014,22.941262,22.288323,21.703195,21.204844,20.765625,20.399546,20.079905,19.801684,19.529033,19.189475,18.760566,18.30671,17.834469,17.359156,16.850797,16.367094,15.87894,15.380541,14.873462,14.416682
JPN,91.272292,82.569958,74.951437,68.367528,62.810996,58.097159,54.000732,50.292894,46.770952,43.243202,39.712505,36.215083,32.848308,29.745605,27.002187,24.637426,22.65078,21.007453,19.635134,18.466196,17.447812,16.530863,15.677521,14.853537,14.050453,13.265344,12.508315,11.787562,11.110932,10.480609,9.892877,9.340592,8.8186,8.331636,7.879614,7.474583,7.126527,6.839383,6.613762,6.446219,6.323939,6.224388,6.127869,6.013816,5.861479,5.672805,5.454312,5.214502,4.966991,4.726406,4.501554,4.301919,4.131598,3.985283,3.857769,3.74324,3.632396,3.521023,3.411689,3.304155,3.199621,3.395824,3.002773,2.909886,2.820675,3.016169,2.650939,2.569235,2.489685
JOR,276.483395,261.88628,247.67099,234.330235,221.380433,209.175642,197.356434,186.11314,175.359123,165.18897,155.625323,146.595486,138.195882,130.357517,123.102965,116.397096,110.19403200000001,104.470978,99.141019,94.166118,89.508693,85.13752,81.030356,77.159092,73.479783,69.977152,66.696982,63.572423,60.647145,57.886244,55.255372,52.759962,50.387937,48.149088,46.020463,44.019667,42.165566,40.448933,38.887257,37.444384,36.15042,34.964996,33.854337,32.832159,31.878145,30.983496,30.134642,29.320223,28.535171,27.767639,27.019415,26.26626,25.542359,24.814935,24.107994,23.424134,22.750191,22.112961,21.494161,20.90372,20.315819,19.753756,19.22962,18.696513,18.191173,17.686746,17.169463,16.672312,16.151971
KAZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.384733,82.358281,80.503739,78.84615,77.305536,75.951443,74.67656,73.314068,71.76197,69.90005,67.716016,65.465302,63.241139,61.14052,59.147679,57.283323,55.510457,54.000957,52.897505,52.26907,52.09669,52.346837,52.821794,53.088453,52.756642,51.664736,49.940358,47.787722,45.331056,42.809096,40.282079,37.895118,35.6528,33.495917,31.321084,29.127316,26.891259,24.638644,22.397903,20.225121,18.159214,16.242186,14.515078,13.061941,11.915987,11.044534,10.391923,9.910992
KEN,NA,NA,304.135237,286.577033,270.437937,255.58933,241.700203,229.297761,217.920414,207.647809,198.373263,190.009628,182.706007,176.537228,171.401296,167.415102,164.160253,161.066456,158.010549,154.83369,151.650159,148.254722,144.616953,140.808121,136.758096,132.385472,127.853957,123.320384,118.77139,114.418408,110.521008,106.909379,103.792483,101.170121,99.206147,98.004895,97.75163,98.488372,100.371635,103.13826,106.590382,110.321116,113.765658,116.469472,118.083119,118.549502,117.915247,116.201792,113.544521,110.096702,105.947358,100.996063,95.825076,90.467865,85.014706,79.317676,74.030855,69.131076,63.922957,59.584829,56.541656,54.094915,52.183905,50.051081,48.189373,46.258081,44.446335,43.009644,41.117802
KIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.320481,172.73409,165.861113,159.631056,153.769019,148.213921,143.177752,138.712195,134.690369,131.342811,128.584484,126.499452,124.824652,123.474403,122.655717,121.880114,121.301391,120.816541,120.136749,119.186608,117.930766,116.217485,113.835315,110.981632,107.580948,103.616615,99.468727,95.475734,91.886519,88.781776,86.051064,83.717682,81.65566,79.66322,77.675765,75.569973,73.426421,71.362208,69.438033,67.97782,66.837258,66.281891,66.130432,66.159583,66.331534,66.162005,65.624254,64.670408,63.453192,62.146106,60.610638,58.961289,57.493405,55.815045,54.26841,52.513067
PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,34.7,35.2,36.8,39.5,43.4,48.6,54.8,61.3,67.7,72.8,75.7,75.7,72.9,67.4,60,52.1,44.7,38.9,35,33,32.4,32.2,31.8,31,29.5,27.7,25.7,24,22.4,21.1,20,19,18.2
KOR,NA,308.444969,262.877152,225.521128,195.27268,171.438017,152.845412,138.490196,127.428171,118.984469,112.176683,106.528311,101.446322,96.597924,91.704614,86.698806,81.516781,76.212613,70.957774,65.894614,61.199937,57.037897,53.407033,50.384663,47.836963,45.648621,43.672232,41.786193,39.896612,37.894483,35.778216,33.508598,31.17999,28.84263,26.535983,24.259235,22.100283,20.117442,18.343862,16.781599,15.402899,14.177927,13.083175,12.09131,11.187418,10.37502,9.64316,8.990778,8.415045,7.912888,7.476476,7.088726,6.7145,6.32895,5.93169,5.534518,5.154098,4.814505,4.534803,4.30982,4.128911,3.978411,3.848104,3.727992,3.612735,3.501385,3.395349,3.292119,3.191755
KWT,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.556228,140.592608,131.240792,122.279321,113.786365,105.871705,98.307312,91.400184,85.194475,79.539122,74.523005,69.891162,65.695246,61.778128,58.074883,54.560342,51.20168,47.960651,44.862392,41.860755,38.922322,35.993868,32.972796,29.937649,27.16387,24.83771,22.99067,21.566713,20.481536,19.522201,18.516142,17.506321,19.254145,15.829503,15.209567,14.715343,14.29561,13.877007,13.44562,13.024663,12.656629,12.352195,12.115827,11.926976,11.755352,11.577529,11.404027,11.250496,11.111978,10.942706,10.703544,10.388132,10.011136,9.600599,9.201307,8.855077,8.558758,8.302672,8.069456,7.85264
KGZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.397757,110.182296,107.690422,105.172379,102.437593,99.336777,95.869908,92.021925,87.946759,83.751746,79.597577,75.480649,71.662887,68.419533,66.007557,64.813109,64.512546,64.632233,64.682517,64.246261,62.793461,60.428385,57.707089,54.891587,52.083062,49.451987,47.077604,44.860639,42.823101,40.924267,39.229215,37.578006,35.776602,33.753045,31.64216,29.579158,27.682302,26.066882,24.744568,23.546215,22.344501,21.143414,19.994895,18.941158
LAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.531404,210.485572,204.725262,199.151386,193.795813,188.605128,183.5477,178.457114,173.451401,168.44837,163.387992,158.193063,153.040998,147.859085,142.804267,137.839632,133.020387,128.262494,123.694859,119.298728,115.038466,110.863333,106.665673,102.578215,98.507109,94.423648,90.375039,86.384661,82.529259,78.718868,75.032946,71.48662,68.094566,64.828313,61.777105,58.881851,56.120458,53.569466,51.304446,49.286131,47.33331
LVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.825085,20.726518,20.565243,20.252936,19.661474,18.687643,17.496279,16.349898,15.492384,15.21739,15.806322,17.040223,18.36734,19.338508,19.888275,20.029083,19.754994,19.011619,17.906087,16.627699,15.354033,14.216093,13.287657,12.564383,11.893066,11.189956,10.478664,9.836899,9.307123,8.821051,8.337088,7.814354,7.246549,6.639895,6.037538,5.474227,4.969962,4.533679,4.167086,3.862203
LBN,NA,NA,NA,NA,NA,NA,85.850988,83.358595,80.68446,78.169835,75.843648,73.57907,71.524171,69.687251,67.970475,66.425378,65.080715,63.850842,62.859144,62.003642,61.193538,60.447156,59.688613,58.853416,57.988473,56.938332,55.745961,54.456108,53.056141,51.521919,49.916989,48.252936,46.521598,44.736939,42.857638,40.975352,39.125123,37.301878,35.571862,33.903863,32.34417,30.847982,29.4365,28.111664,26.851941,25.637939,24.463348,23.322052,22.179616,21.040208,19.896758,18.745036,17.600196,16.427932,15.249349,14.132538,13.089426,12.164061,11.411856,10.787775,10.22572,9.76183,9.332968,8.961109,8.597857,8.302776,8.002118,7.714873,7.437716
LSO,NA,NA,228.662804,221.762242,215.183899,208.832796,203.138155,198.05362,193.856111,190.709748,188.774308,187.87853,187.733701,188.185549,188.567085,188.674527,188.137357,186.821078,184.746329,181.632853,178.051988,174.09587,169.944412,165.503184,160.517674,155.03113,149.061867,142.727331,136.270822,129.821837,123.600124,117.611629,112.027138,106.916145,102.46155,98.617793,95.554003,93.043035,91.28185,90.321935,90.083499,90.717351,92.231552,94.526025,97.495238,100.887169,104.313257,108.169198,111.726447,115.042341,118.187364,120.658012,121.807131,122.558206,122.662624,122.261846,121.530436,118.017379,115.882119,107.201343,100.246691,97.763125,96.466833,94.742254,93.045172,92.476301,87.429899,84.101784,81.113993
LBR,NA,NA,NA,NA,NA,NA,307.200447,309.333289,311.282878,313.077842,314.413736,314.909298,314.814387,313.694083,311.811741,309.247087,306.240247,302.286189,297.775462,292.594191,287.170486,282.084846,276.992525,272.327283,267.478768,262.648079,258.062557,253.890956,249.722105,245.986029,242.633905,239.774871,237.488096,236.181309,236.270272,238.224814,241.862981,246.99635,252.583337,257.890679,261.931839,263.764266,262.704216,258.945053,252.65143,244.35338,234.498658,223.585953,211.73768,199.379261,186.592258,173.714005,161.08789,149.070773,137.921138,127.998388,119.507707,112.411569,106.38094,101.212436,96.67362,92.554519,88.747016,85.149883,81.925857,78.906374,76.051858,73.39168,70.936723
LBY,NA,NA,NA,NA,NA,NA,NA,NA,319.142376,298.390927,279.306074,261.306134,244.248753,228.017551,212.365634,197.775922,183.933771,170.71578,158.311232,146.772676,135.906937,126.011697,116.893812,108.821537,101.457999,94.816888,88.892667,83.554516,78.811708,74.5517,70.611258,67.062068,63.642695,60.426111,57.345396,54.418222,51.643724,48.943871,46.354487,43.901923,41.570658,39.490681,37.619539,35.952052,34.45074,33.117336,31.929594,30.86096,29.898116,28.991774,28.127477,27.29962,26.460328,25.510225,24.389079,23.115807,21.688526,20.191703,18.808567,17.619723,16.643048,17.644343,15.088357,14.454022,13.853661,13.332638,12.817055,12.364188,11.959341
LTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.130226,26.273996,24.933568,23.07333,21.393295,20.738899,21.334148,22.341442,22.829258,22.654161,22.199614,21.702333,21.138753,20.486705,19.810513,19.238374,18.748894,18.17891,17.378588,16.373904,15.260924,14.292933,14.041356,14.997893,16.735838,18.041044,17.945248,16.762811,15.088725,13.479224,12.297023,11.617246,11.16633,10.722363,10.261697,9.877227,9.59143,9.322625,9.00543,8.583472,8.035859,7.380768,6.691421,6.038578,5.509702,5.182159,5.050205,4.998831,4.903955,4.716005,4.420013,4.035743
LUX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.12124,28.668909,27.316057,26.018075,24.764727,23.542845,22.329091,21.113855,19.926867,18.78156,17.719405,16.74189,15.873782,15.113593,14.455795,13.895787,13.402304,12.939919,12.503162,12.065332,11.613429,11.152839,10.682085,10.197509,9.70771,9.212277,8.70357,8.195092,7.69336,7.211229,6.757248,6.341244,5.968084,5.631056,5.324502,5.051119,4.800274,4.555334,4.325044,4.097373,3.88181,3.677199,3.493911,3.332383,3.196938,3.081694,2.985373,2.903038,2.8324,2.768045,2.705338,2.642258,2.572639,2.500369,2.424876
MKD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8752,55.075759,52.693329,51.012061,49.8231,48.577152,46.831734,44.095395,40.273268,36.496019,34.13494,33.179405,31.754874,28.300178,24.181625,21.141582,19.569508,18.47315,17.144217,15.769024,14.863366,14.511113,14.367809,14.087606,13.617733,13.060377,12.448203,11.721607,10.877271,10.162653,9.97556,10.411371,11.20038,11.956273,12.320731,12.018283,11.032353,9.899836
MDG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.594931,149.173781,150.796329,152.710325,154.857314,157.287301,159.970875,162.55977,165.04287,167.274107,169.227759,171.265436,173.731083,176.446459,179.034859,180.760375,181.342355,180.637056,178.519277,174.955662,170.128463,164.769673,159.483645,154.419908,149.801398,145.439645,140.987998,136.35999,131.220485,125.544779,119.475521,113.324925,107.260851,101.545611,96.192544,91.242331,86.831219,82.840596,79.200041,75.887969,72.8098,69.96268,67.33052,65.043388,63.043309,61.223103,59.606187,58.0982,56.60621,55.155065,53.567301
MWI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.048246,350.165773,348.367616,345.659211,341.700164,336.351617,329.577711,321.464991,312.5169,303.582232,294.432682,284.571764,273.491729,262.285,253.189,245.934608,241.928267,241.859687,244.622756,248.259165,250.856132,251.532775,249.27431,244.659031,238.669228,231.345067,223.788288,216.324934,209.360386,203.428005,199.176483,195.138293,190.119833,183.065036,172.99696,159.98036,145.972846,132.662662,121.188709,112.582816,106.828058,102.764136,97.797224,93.213839,88.424598,82.325075,75.448727,68.636419,62.971364,59.176689,55.681141,52.682668,49.667492
MYS,165.922186,156.658951,148.043803,139.927983,132.354012,125.302387,118.704284,112.17551,105.614664,99.046157,92.628989,86.392639,80.592943,75.351855,70.71262,66.621535,63.121002,60.112931,57.550444,55.295335,53.270919,51.301935,49.271752,47.104639,44.787512,42.339616,39.807984,37.290763,34.826771,32.463315,30.251918,28.189349,26.288529,24.54985,22.992083,21.591053,20.343738,19.235368,18.261068,17.382816,16.578606,15.812322,15.098349,14.436697,13.84116,13.341582,12.899758,12.395376,11.732429,10.95806,10.179388,9.483527,8.926061,8.543595,8.299676,8.128703,7.996164,7.910795,7.88961,7.9099,7.94076,7.954517,7.9648,7.983124,8.000538,7.99867,7.961764,7.886487,7.775533
MDV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.573043,304.675117,295.55538,286.424122,277.25331,267.652578,257.680948,247.267867,236.234684,224.543152,212.414846,200.498858,189.24805,178.399236,168.28486,158.594417,149.681868,141.430825,133.688164,126.553953,119.719241,113.361425,107.235407,101.481661,95.995414,90.774388,85.813754,81.017792,76.339438,71.71078,67.107444,62.426814,57.738354,53.030501,48.346776,43.748628,39.239884000000004,34.928516,30.947334,27.358371000000002,27.114161,21.67019,19.482674,17.672837,16.186189,14.936256,13.852878,12.901052,12.052147,11.282123,10.589359,9.982227,9.461366,9.015798,8.618255
MLI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.386765,411.052519,403.981385,397.010045,390.536313,384.318604,378.191796,372.404112,366.509566,360.338222,353.497503,346.221451,338.427381,330.278049,321.957435,313.679767,305.542926,297.370169,289.43986,281.558018,273.726291,266.112261,258.875688,252.109181,245.835318,240.030704,234.658479,229.787438,225.485666,221.599421,218.280817,215.020416,211.651914,208.119734,203.995137,199.305993,193.980354,188.066193,181.882535,175.54524,169.311826,163.178775,157.408927,151.927201,146.629941,141.460418,136.406184,131.49243,126.731328,122.06856,117.597865,113.244323,109.124907,105.098751,101.312243,97.77479
MLT,NA,NA,NA,NA,57.160969,53.734288,50.557578,47.604591,44.941564,42.628789,40.678217,39.081794,37.752359,36.574749,35.463638,34.329763,33.116686,31.846971,30.515263,29.172567,27.804138,26.463971,25.146104,23.844062,22.566461,21.369908,20.262063,19.24361,18.353808,17.571978,16.889211,16.254817,15.659866,15.065893,14.487459,13.900508,13.320742,12.769225,12.250195,11.785526,11.353762,10.946789,10.551387,10.166836,9.775044,9.376831,8.980289,8.586295,8.216591,7.882195,7.58661,7.342048,7.15108,7.000969,6.896033,6.829663,6.78764,6.776454,6.775074,6.78916,6.808802,6.831698,6.862788,6.903675,6.946946,6.994858,7.036094,7.056453,7.019245
MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.850146,121.855435,116.150695,110.84253,105.887811,101.350314,97.121885,93.243631,89.597185,86.115524,82.777197,79.551455,76.575521,74.085555,72.038636,70.457343,69.370212,68.563009,67.862277,67.112246,66.250785,65.270376,64.150628,62.816963,61.30874,59.726573,58.142107,56.536701,54.765809,52.933295,50.960221,49.006483,47.11085,45.269912,43.651802000000004,42.320466,41.474884,40.945069,40.717055,40.718812,40.719902,40.738347,40.63144,40.473756,40.295038,40.10218,39.959785,39.760353,39.568088,39.327288,39.126598,38.940472,38.693726,38.198743,37.547153,36.771291,35.959859,35.02585,34.032618,33.13828
MRT,309.959139,305.222062,300.189819,295.028873,289.598773,284.076785,278.334634,272.337397,265.877752,259.608077,252.966937,246.291166,239.770077,233.299483,226.765942,220.424048,213.816049,207.114786,200.893629,195.840079,192.650902,190.656886,189.801789,189.455402,188.548667,186.572189,183.475472,179.237686,174.310061,169.236293,164.473951,159.857581,155.198052,150.29454,144.960444,138.954541,133.073946,127.692384,123.157547,119.586237,116.90959,115.179159,114.055058,113.489369,113.331256,113.499017,113.666052,113.83619,113.840895,113.672006,113.500099,113.145155,112.832213,112.411761,111.324848,109.739091,107.640405,105.272303,102.55553,99.843468,97.134682,94.358483,91.777448,89.023287,86.240772,83.534666,80.74663,78.200821,75.674213
MUS,NA,NA,NA,NA,NA,NA,135.544455,121.059934,111.719719,105.865952,102.053874,98.518796,93.342019,87.088778,83.655996,86.388366,92.60536,95.876454,92.671279,87.095819,83.314984,81.42615,79.833703,77.210484,72.490549,65.29207,57.366077,50.73483,46.085458,42.793516,40.271253,37.814683,34.783616,31.425839,29.002005,28.413611,28.827802,28.634752,27.062292,24.940832,23.118651,21.868284,21.240062000000002,21.198216,21.598085,22.214682,22.696034,22.559177,21.637147,20.183414,18.565143,17.115511,16.108759,15.654957,15.570046,15.72923,15.937382,15.971269,15.765603,15.432324,15.146451,14.92547,14.745927,14.597171,14.448674,14.342664,14.375393,14.744505,15.503538
MEX,NA,254.957276,239.073242,224.043,210.149946,197.360241,185.69548,175.12601,165.658465,157.410083,150.209314,143.911069,138.4244,133.732808,129.578634,125.777098,122.25721,118.849671,115.360129,111.671346,107.798227,103.978581,100.203486,96.571737,93.187261,89.988096,86.880919,83.740878,80.411034,76.834836,73.10956,69.391654,65.754548,62.415835,59.408331,56.663091,54.146256,51.742726,49.429423,47.12304,44.838969,42.624884,40.493898,38.483185,36.55559,34.716052,32.930236,31.185703,29.495046,27.875934,26.360173,24.957075,23.647756,22.479448,21.441387,20.525051,19.728291,19.026259,18.404078,17.857011,17.355369,16.880459,16.41568,15.926141,15.389671,14.795657,14.132212000000001,13.422976,12.730193
MDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.092267,63.234271,61.517335,59.732273,57.989649,56.118946,54.526654,53.113497,51.691723,50.307005,48.731364,47.003471,44.99064,42.812205,40.541195,38.409227,36.499076,34.899986,33.744303,33.279996,33.543253,34.493789,35.934448,37.401313,38.383378,38.583083,37.962238,36.413786,34.14702,31.288222,28.266149,25.433723,23.022571,21.106908,19.710929,18.747158,18.101709,17.679312,17.373022,17.169624,16.969336,16.752925,16.588107,16.439713,16.288889,16.172532,15.991141,15.791328
MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.719594,9.28588,8.87829,8.485471,8.111181,7.758005,7.424988,7.102343,6.79449,6.507841,6.237445,5.986695,5.755099,5.538883,5.337404,5.156959,4.994278,4.846965,4.711605,4.589715,4.478947,4.37514,4.275709,4.181113,4.08795,4.000569,3.909618,3.816806,3.723137,3.624183,3.519446,3.41688,3.314009,3.210057
MNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.552049,167.121535,161.253802,155.640438,150.196769,144.957979,139.806842,134.498492,128.936511,123.404801,117.870059,112.629306,107.768043,103.273911,98.962095,94.904607,90.899931,86.866141,82.57333,78.064462,73.421787,68.609549,63.711293,58.880467,54.115348,49.630661,45.397038,41.457344,37.848457,34.480234,31.401576,28.572793,26.054557,23.874518,22.126185,20.714411,19.541168,18.570222,17.716748,17.011861,16.324189
