iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
CAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.593151,271.060929,265.458938,259.821404,253.703509,247.481184,241.287812,235.069412,228.994545,223.559469,218.493216,213.877235,209.449604,205.434403,201.687469,198.157261,194.639077,191.557491,188.674259,186.098371,184.00853,182.247931,180.884295,179.81190900000001,178.822756,178.07556,177.413051,177.59823,178.655112,179.59825,179.828057,179.289335,178.580625,177.762758,176.956113,176.013792,175.053641,173.997314,172.928929,171.76153299999999,170.508708,169.113644,167.724859,166.413134,164.845753,162.623901,160.323536,157.420432,153.738115,150.022814,145.857713,141.797968,138.038187,133.569552,129.064085,123.894163,119.83691,116.478405
TCD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.361911,249.159826,247.88668,246.58585,245.266447,243.943389,242.608871,241.052024,239.154269,236.994076,234.690628,232.123208,229.328634,226.484173,223.651789,220.812383,217.969653,215.098296,212.1587,209.387342,206.761067,204.206316,201.905622,199.712628,197.490102,194.956128,192.22924,189.176195,185.860814,182.499799,179.089488,175.765716,172.367606,168.95423,165.376401,161.651344,157.736756,153.715523,149.72992,145.612995,141.744585,137.880622,134.111024,130.474156,126.55894,122.697826,118.978111
CHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.671372,157.077789,148.418425,141.907701,135.613624,126.923822,115.452554,103.797323,94.007661,86.734604,82.1414,79.899295,78.789614,77.730055,75.493786,71.065949,64.375267,56.565041,48.755614,41.942741,36.721103,32.98296,29.937299,27.05374,24.594351,23.037827,22.414114,22.210727,21.931986,21.350482,20.382927,19.082989,17.6457,16.237617,14.979113,13.922724,13.100135,12.529905,12.195508,11.936952,11.521965,10.891433,10.261028,9.802314,9.506688,9.28782,9.095382,8.961817,8.905251,8.885147,8.827645,8.700569,8.54575,8.404971,8.2649,8.099772,7.892991,7.661504,7.425942,7.192298
CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.445076,112.593807,106.984101,101.481571,95.938277,90.410711,84.919457,79.565374,74.489391,69.93239,65.947648,62.547429,59.740961,57.505934,55.808889,54.661511,54.004542,53.772912,53.777864,53.87312,53.88835,53.711372,53.167691,52.177411,50.809294,49.201692,47.386492,45.476802,43.514421,41.447409,39.215487,36.806799,34.229462,31.527074,28.860378,26.321404,23.990024,21.900272,20.070535,18.46457,17.037981,15.759397,14.593582,13.507884,12.50086,11.578347,10.729557,9.94749,9.230652,8.600744
COL,NA,NA,179.137592,172.993658,167.125652,161.553633,156.10099,150.754011,145.661068,140.526637,135.64453,131.05054,126.725434,122.584321,118.780829,115.178757,111.715907,108.30662,104.873634,101.459304,97.916028,94.286093,90.578733,86.738397,82.739155,78.529837,74.233254,69.879535,65.650082,61.556959,57.717019,54.126999,50.82922,47.844529,45.191391,42.868386,40.851817,39.136444,37.670549,36.383027,35.210396,34.096306,33.001144,31.930203,30.825065,29.730099,28.67522,27.666698,26.690509,25.797721,24.97601,24.213549,23.509495,22.824945,22.164843,21.523048,20.901665,20.27525,19.673862,19.068309,18.468126,17.878852,17.323286,16.755857,16.217794,15.704824,15.181713,14.676996,14.209519
COM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.120142,221.865993,217.609839,212.691197,207.789682,202.969179,197.917212,192.580554,186.940934,181.085088,175.242278,169.394234,163.601912,157.78623,152.349475,147.308368,142.32503,137.723326,133.415755,129.310486,125.309735,121.307604,117.398313,113.718625,110.590918,108.072054,105.99232,104.294863,103.08625,102.345443,101.922957,101.864214,101.96972,101.768225,100.902227,99.343969,97.338594,95.153423,92.400427,89.834858,87.115932,84.852968,82.282615,79.476181,77.082499,74.886318,72.304114,69.901438,67.468514
COG,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.320958,183.33354,179.283831,175.295777,171.297834,167.274582,162.788563,158.530764,153.861154,149.341648,144.94932,140.939913,137.244166,133.496252,130.124351,126.571626,123.54106,120.339853,117.511155,114.453294,111.416932,108.692423,105.750599,102.764503,99.727432,96.669044,93.952138,91.67744,90.024861,89.248974,89.207978,90.15464,91.812545,94.251167,97.260434,100.730401,104.552277,108.409699,111.96286,114.603344,115.484071,114.316329,111.211365,106.400743,100.165197,93.18608,86.061331,79.39909,73.631013,68.804559,65.10821,62.460556,60.651877,59.208029,57.944211,56.437448,54.856719,53.25579,51.616116,50.111652
COD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.307797,245.544826,242.384467,239.216783,235.86784,232.26674,228.607667,224.947204,221.43451,217.822341,214.434637,211.050536,207.903717,205.021849,202.145072,199.472682,197.008378,194.618209,192.518963,190.244742,188.099378,185.834249,183.688362,181.693035,179.884288,178.052163,176.080897,173.97187,171.434119,168.464363,164.836821,160.838782,156.462746,151.89553,147.316209,142.543583,137.787513,133.002902,128.422868,123.91232,119.588554,115.292122,111.350738,107.541863,104.154461,100.665601,97.413293,94.049,91.086413,88.103538
COK,NA,195.701006,184.407831,173.617972,163.369751,153.723587,144.278107,135.318323,126.434688,117.884706,109.674579,101.654443,94.091217,86.817244,80.014489,73.585669,67.674963,62.141046,57.114413,52.476538,48.39543,44.728389,41.572475,38.872251,36.673143,34.857055,33.313831,31.993533,30.814922,29.75627,28.784878,27.892387,27.091827,26.430385,25.835834,25.299793,24.846413,24.494897,24.242662,24.068588,23.958923,23.868507,23.738199,23.495508,23.11004,22.521079,21.755041,20.834616,19.847627,18.860535,17.954599,17.139703,16.356018,15.575242,14.80403,14.018379,13.280069,12.558429,11.879424,11.265269,10.734249,10.267429,9.852987,9.471166,9.093554,8.767019,8.462767,8.157185,7.854876
CRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.964274,84.656626,81.737058,79.850862,78.484612,76.254192,71.666799,64.725461,57.581188,51.659475,46.304948,40.316478,33.942964,28.711692,25.409299,23.667208,22.935288,22.838743,23.011401,23.121836,22.814151,21.753163,20.055098,18.405061,17.314734,16.672446,16.160611,15.62676,15.174477,14.889162,14.767101,14.736946,14.680822,14.422571,13.806397,12.975556,12.182167,11.556299,11.088809,10.749631,10.528111000000001,10.396076,10.330908,10.286637,10.218412,10.10252,9.929174,9.701227,9.456629,9.235625,9.054869,8.926337,8.854162,8.789056
CIV,NA,NA,NA,NA,NA,NA,351.493087,342.683499,334.300251,325.732769,317.538882,309.468979,301.579057,293.86222,286.538346,279.217405,272.121234,265.179516,258.311207,251.449693,244.408182,236.998324,229.116072,220.680818,211.857157,202.762589,193.999333,185.904538,178.866605,172.746079,167.755015,163.619247,160.37951,157.756603,155.818627,154.520607,153.767148,153.513396,153.603775,154.001392,154.58215,155.144355,155.495995,155.633198,155.388898,154.767636,153.689356,152.121117,150.070821,147.64514,144.784107,141.548291,138.130966,134.551614,130.878074,127.072675,123.331432,119.414862,115.334955,111.230149,107.208505,103.736375,100.11581,96.685006,93.295074,90.035192,86.822857,83.623713,80.877857
HRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.584752,22.139117,20.775823,19.457073,18.186877,16.966589,15.791359,14.699919,13.702742,12.818478,12.059574,11.412277,10.863364,10.384903,9.968853,9.596557,9.257449,8.936606,8.621792,8.311788,7.99838,7.677468,7.35602,7.035622,6.726065,6.42903,6.153525,5.89996,5.672251,5.472178,5.303352,5.164262,5.052339,4.957616,4.881939,4.815248,4.748094,4.667069
CUB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.167756,51.540995,48.994475,46.590263,44.315326,42.13756,40.002602,37.946236,35.966479,34.055795,32.219884,30.504164,28.867471,27.320084,25.875296,24.500076,23.227586,22.049995,20.93953,19.890268,18.919832,17.991,17.117293,16.282805,15.493792,14.748967,14.042675,13.370126,12.739278,12.141824,11.58407,11.060222,10.563067,10.101405,9.67422,9.272477,8.89979,8.54996,8.226284,7.930205,7.654222,7.396142,7.153323,6.928259,6.714979,6.514438,6.324769,6.145437,5.978175,5.822542,5.66854,5.521833,5.383372,5.244892,5.110506,4.975587
CYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.445752,20.747265,19.150183,17.589275,16.094178,14.720187,13.515164,12.551022,11.890665,11.506283,11.279683,11.066402,10.806532,10.467729,10.034011,9.536276,9.02452,8.508879,8.000109,7.507752,7.046859,6.619011,6.224457,5.856819,5.512708,5.186273,4.875326,4.574418,4.292683,4.031615,3.791605,3.570902,3.369843,3.188177,3.025461,2.87314,2.73729,2.609214,2.489155,2.383076
CZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.421974,14.978858,14.613933,14.386408,14.200638,13.895411,13.428337,12.938554,12.538299,12.166366,11.685069,11.02726,10.235299,9.374534,8.506673,7.687319,6.952449,6.332602,5.841521,5.464586,5.182037,4.966688,4.776623,4.576382,4.3594290000000004,4.13864,3.92164,3.717634,3.535384,3.379682,3.253254,3.158541,3.109656,3.109537,3.149903,3.219802,3.301768,3.373006
DNK,34.094389,33.425568,32.602216,31.615375,30.484431,29.269425,28.08977,27.054798,26.205877,25.5275,24.978227,24.440348,23.811737,23.047258,22.124192,21.086948,20.036869,19.056446,18.16843,17.359444,16.595634,15.788443,14.882334,13.937781,13.058663,12.29551,11.643842,11.096245,10.639205,10.267257,9.969376,9.751532,9.618657,9.567689,9.584221,9.651983,9.713537,9.710709,9.590784,9.330167,8.927617,8.426717,7.88842,7.366399,6.910007,6.53702,6.234871,5.985719,5.781295,5.620606,5.498378,5.389794,5.279238,5.152747,5.001706,4.829356,4.648073,4.472153,4.314412,4.189668,4.106313,4.065169,4.067881,4.105591,4.160064,4.219025,4.256391,4.259373,4.223439
DJI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.600252,167.861963,163.220955,158.599398,154.158346,150.045453,145.803409,141.681178,137.691295,133.902645,130.161372,126.684918,123.674924,120.802855,118.281981,116.166329,114.305272,112.648253,111.288552,110.001622,108.571759,107.132304,105.378221,103.440646,101.340384,99.061943,96.538325,94.037332,91.519718,88.984518,86.356483,83.748248,81.248593,78.671165,76.376365,74.079875,71.844118,69.635684,67.43044,65.284393,63.153369,61.173247,59.344393
DMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.811398,127.239107,115.288228,104.836554,95.760729,87.88634,81.157797,75.317079,69.929829,64.773934,59.45787,53.74236,47.852207,42.081185,36.676668,31.902631,27.864572,24.572748,21.940173,19.92273,18.434409,17.350561,16.609861,16.162293,15.954071,15.902211,15.923476,16.014317,16.103685,16.190451,16.2421,16.257527,16.237639,16.153211,16.009628,15.814548,15.606095,15.356545,15.11534,14.912908,14.751649,14.678546,14.689778,14.852484,15.147939,15.620874,16.297053,17.191316,18.292277,19.621127,21.184379,22.973825,25.030258,27.358617,29.803212,32.126191,33.89684,35.041969,35.685738
DOM,147.27248,147.554604,147.779223,148.18362,148.495596,148.802817,148.942283,148.929034,148.72037,148.191352,147.345793,146.160192,144.553903,142.556667,140.267659,137.669852,135.064928,132.299541,129.482291,126.577438,123.590368,120.274731,116.674289,112.852402,108.881461,104.915138,101.073549,97.373208,93.836779,90.439926,87.205629,84.069693,81.078017,78.16763,75.383715,72.678536,70.03336,67.537435,65.053823,62.639998,60.233938,57.840578,55.526556,53.228919,51.038906,48.960767,47.029025,45.228062,43.612825,42.17998,40.923694,39.816376,38.87042,38.043428,37.327147,36.710304,36.133484,35.584991,35.108133,34.653991,34.229141,33.788646,33.305672,32.737617,32.095209,31.323941,30.56512,29.712133,28.846803
ECU,NA,NA,NA,NA,NA,208.719643,201.759759,195.021571,188.386517,182.404515,176.561165,170.903932,165.7851,161.228041,156.802442,152.711146,149.113257,145.930176,143.170165,140.332776,137.368883,134.082931,130.163007,125.674436,120.629348,115.303616,110.194807,105.35962,100.752158,96.25799,91.863031,87.3665,82.732678,78.231662,73.776955,69.627901,65.859041,62.479206,59.456312,56.593485,53.883908,51.233664,48.635115,45.949625,43.224809,40.488417,37.798481,35.288558,32.951586,30.853421,29.016567,27.415147,26.03726,24.814091,23.749837,22.785417,21.869345,20.96205,20.061896,19.16403,18.296342,17.47285,16.748052,16.104015,15.560681,15.10814,14.759845,14.485465,14.230184
EGY,NA,NA,NA,NA,NA,361.475155,352.210176,342.984871,333.673027,324.205969,314.599451,304.778888,294.885725,284.987829,275.825404,267.749592,260.991984,255.515787,251.002506,247.345274,244.095856,240.624222,236.336256,230.894264,223.812658,215.458506,206.118987,196.361921,186.540932,176.942949,167.501326,158.002198,148.335687,138.43994,128.324407,118.564868,109.743958,102.145215,95.719369,90.342003,85.760933,81.553047,77.465719000000007,73.319583,69.05844,64.717569,60.558164,56.631044,53.010023,49.74872,46.763961,44.090709,41.681768,39.585147,37.700684,36.004579,34.433341,32.953874,31.56349,30.239186,28.965226,27.764299,26.614324,25.512844,24.553502,23.631483,22.768057,21.946996,21.225325
SLV,NA,NA,NA,NA,NA,207.708214,202.986504,198.242664,193.774644,189.44888,185.455649,181.544591,177.77479,174.063671,170.474341,166.954218,163.433981,160.115083,156.81716,153.574371,150.30503,147.009568,143.482918,139.663826,135.74172,131.41103,126.891989,122.139641,117.21902300000001,112.099427,106.791018,101.335495,95.847475,90.392576,85.103814,80.068211,75.323873,70.97772,66.944298,63.236825,59.783136,56.544769,53.43965,50.45217,47.494586,44.646956,41.958817,39.396977,37.012624,34.835428,32.866846,31.070546,29.398191,27.807352,26.29831,24.891069,23.610757,22.392015,21.260951,20.209726,19.248697,18.321354,17.452488,16.661166,15.961581,15.314944,14.712948,14.151957,13.653433
GNQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.840028,196.880646,193.060899,189.371556,186.455531,184.076153,182.262615,180.680846,179.327715,178.162817,176.798304,175.577608,174.248539,172.622611,170.615829,167.962577,164.586244,160.895766,156.774249,152.47476700000001,148.107266,143.699248,139.113993,134.430331,129.592019,124.974258,120.469667,116.093848,111.931223,108.078571,104.2209,100.652598,97.548865,94.225439,90.94782,88.178139,85.306654
ERI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.771858,209.194637,204.876602,200.825214,197.160415,194.105859,191.370234,188.637437,185.892618,183.214456,180.24306,177.014626,173.32801,169.05457,164.155578,158.697242,152.535267,145.64952,138.140064,130.265556,122.230138,114.51103,107.297091,100.888559,95.174464,90.078643,85.502777,81.286684,77.45466,73.937266,70.696893,67.768986,64.914317,62.268361,59.827953,57.552056,55.396706,53.418214,51.556305,49.816206,48.090245,46.552251,44.912962,43.403848000000004,41.916511
EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.473058,21.650955,20.879274,20.166135,19.54555,19.026496,18.619002,18.295477,18.027783,17.809342,17.644726,17.500856,17.30211,16.944062,16.390243,15.645609,14.742174,13.770335,12.803499,11.859757,10.947071,10.067682,9.237991,8.472677,7.758532,7.101494,6.49965,5.941263,5.432313,4.976192,4.57241,4.222053,3.911958,3.638996,3.39621,3.175295,2.974372,2.798705,2.647355
ETH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.656119,244.286226,243.976598,243.789273,243.701085,243.537317,243.45038,243.369269,243.124986,242.900763,242.860542,242.578767,242.018727,240.893969,239.222518,236.805388,233.636341,229.933805,226.007362,221.912987,217.847778,213.895455,210.013114,206.064756,201.784628,197.027661,191.627626,185.703734,179.288505,172.596269,166.024977,159.706268,153.608114,147.702584,141.84852,135.812335,129.550162,123.123154,116.604119,110.248235,104.094061,98.217289,92.807813,87.677845,82.943592,78.491561,74.322808,70.469681,66.812459,63.455167,60.432884,57.696983,55.24465
FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.957846,57.806843,58.336418,58.718244,58.720846,58.342583,57.649767,56.757045,55.997677,55.34183,54.994994,54.83791,54.874672,55.107402,55.323086000000004,55.576042,55.630085,55.241895,54.540194,53.550527,52.309645,51.031706,49.579623,48.147052,46.708147,45.229904,43.836671,42.479856,41.193393,39.847427,38.614999,37.363719,36.107561,35.032485,33.923297,32.959904,31.776906,30.756119
FJI,142.668129,132.86832,123.730237,115.468629,108.003508,101.358735,95.306348,89.925121,85.121859,80.815584,77.012945,73.682068,70.700606,68.064857,65.701712,63.642,61.851754,60.390225,59.186705,58.196829,57.467161,56.825569,56.269148,55.650106,54.866231,53.778969,52.382024,50.681919,48.6896,46.534055,44.309405,42.161111,40.169739,38.367556,36.742598,35.29309,33.951384,32.704127,31.488485,30.31003,29.171433,28.096205,27.11597,26.278193,25.522825,24.885158,24.348048,23.832513,23.416113,23.019508,22.685955,22.46471,22.361097,22.415479,22.641296,22.970893,23.312371,23.595657,23.789338,23.863601,23.869013,23.881048,23.929686,24.057151,24.282586,24.591013,24.9658,25.352139,25.620914
FIN,NA,41.942909,40.437668,38.912307,37.354334,35.728421,34.022865,32.2358,30.410193,28.597303,26.859969,25.229645,23.780753,22.48295,21.298701,20.211422,19.233441,18.371182,17.594311,16.84852,16.112255,15.371346,14.632376,13.875618,13.088672,12.271445,11.443033,10.636227,9.880888,9.213053,8.649567,8.198142,7.854483,7.608503,7.442464,7.336048,7.261731,7.19624,7.107473,6.957652,6.734791,6.446571,6.115468,5.770853,5.449943,5.166488,4.924581,4.721446,4.552751,4.405272,4.274399,4.162354,4.067617,3.976034,3.878814,3.768121,3.643871,3.507959,3.361799,3.210599,3.055978,2.896905,2.730286,2.555824,2.376728,2.195715,2.020192,1.849842,1.695368
FRA,57.183514,53.328692,49.710838,46.313682,43.139822,40.167219,37.393134,34.809151,32.427206,30.298896,28.500799,27.007127,25.702472,24.481555,23.342976,22.333314,21.446607,20.638404,19.861444,19.075652,18.237612,17.377309,16.587735,15.956012,15.437608000000001,14.953101,14.439936,13.909311,13.366309,12.840238,12.353379,11.912622,11.497666,11.087985,10.700596000000001,10.355669,10.066275,9.812365,9.57111,9.309002,8.985551,8.578405,8.092126,7.543422,6.991768,6.507509,6.124401,5.839332,5.643227,5.50203,5.373888,5.232729,5.073345,4.897119,4.72404,4.578349,4.4725,4.397911,4.344711,4.305746,4.27462,4.244008,4.209944,4.169655,4.129872,4.103199,4.092973,4.079114,4.04425
GAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.82933,121.550325,117.289485,113.100854,109.401601,105.793111,102.824002,100.252093,98.050435,96.225292,94.75864,93.555598,92.609742,91.861161,91.198957,90.552979,89.859958,89.337724,88.701563,88.028052,87.127768,85.987484,84.657252,83.071095,81.29828,79.391345,77.342306,75.049775,72.967688,70.480969,67.946091,65.382077,62.758898,60.385123,58.05299,55.730469,53.452433,50.996797,48.100682,46.010452,44.760533
GMB,NA,NA,NA,NA,NA,NA,390.097044,382.488346,375.103211,367.994948,361.057639,354.140001,347.615734,341.111655,334.592741,327.845499,321.861777,315.861505,309.392209,303.125684,296.87075,290.394527,283.705386,277.147281,270.498717,263.542885,256.842251,250.152127,243.892795,237.925347,231.903729,225.499923,218.948899,212.305114,205.417179,198.459768,191.710076,185.083894,178.958957,173.10094900000001,167.394249,161.827131,156.307183,150.797414,145.350435,139.831298,134.462051,129.241659,124.238804,119.369885,114.779761,110.286742,105.896356,101.846892,97.797087,93.804733,89.984256,86.352003,83.062348,79.946579,77.109182,74.30965,71.679569,69.313196,66.956837,64.696684,62.567506,60.387647,58.364953
GEO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.615726,69.024712,66.288833,63.797376,61.421562,59.2568,57.098835,55.042045,53.241205,51.760538,50.513922,49.569318,48.962008,48.508753,48.202884,47.882227,47.54311,47.184697,46.708482,46.08907,45.227997,44.134415,42.738002,41.019158,39.040567,36.803325,34.323845,31.694008,28.99173,26.296226,23.69256,21.289145,19.128646,17.21685,15.560606,14.160785,13.018379,12.109272,11.412396,10.897436,10.516319,10.237184,10.025196,9.813767
DEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.174788,26.41483,25.657944,24.866483,24.010931,23.049839,21.97379,20.782364,19.540352,18.306571,17.123013,16.020683,15.002245,14.072314,13.223399,12.455878,11.765134,11.149756,10.582874,10.048094,9.530116,9.024584,8.525689,8.044241,7.587767,7.168334,6.792456,6.46195,6.172752,5.921367,5.703566,5.516511,5.356519,5.216817,5.090741,4.971488,4.852846,4.731245,4.609977,4.490593,4.377049,4.272079,4.178109,4.094254,4.020651,3.956426,3.902366,3.855578,3.803869,3.740205,3.660457
GHA,254.839501,249.02543,243.461615,237.979262,232.90257,227.959383,223.200021,218.849406,215.056561,212.04195,209.473004,207.264605,205.493781,204.321795,203.552593,203.169469,202.912642,202.922585,202.876831,202.604034,201.842164,200.47565,198.267846,195.101691,191.023615,186.199866,181.090281,176.131326,171.978787,168.711011,166.405432,164.853549,163.477012,161.405591,158.562285,154.642207,149.712471,144.073131,138.190151,132.498002,127.350584,123.150011,119.835087,117.434543,115.611999,113.797277,111.754745,109.305396,106.394224,103.058909,99.469083,95.82748,92.404983,89.346632,86.626385,84.153631,81.776034,79.258691,76.40313,73.242743,69.939126,66.561912,63.260453,60.193493,57.358492,54.727933,52.276319,49.97467,47.908264
GRC,NA,NA,NA,NA,NA,49.115239,49.329779,49.110971,48.453758,47.493015,46.336659,45.106308,43.86967,42.532065,41.066058,39.607598,38.406062,37.372607,35.900212,33.589678,31.044082,29.141932,28.190872,27.679303,27.101932,26.275077,25.175415,23.839444,22.383839,20.895297,19.480792,18.214817,17.13213,16.199333,15.376074,14.581484,13.72104,12.788022,11.878509,11.078604,10.415272,9.881069,9.463497,9.112019,8.790465,8.465429,8.119413,7.731045,7.310149,6.864965,6.41208,5.976914,5.568908,5.19644,4.860858,4.564427,4.313596,4.113992,3.9749,3.909279,3.912452,3.9718,4.079322,4.232604,4.41808,4.581862,4.651432,4.581388,4.450072
GRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.010233,26.025842,25.050291,24.12335,23.210951,22.258752,21.317294,20.422469,19.572782,18.775872,18.065135,17.428013,16.869459,16.372886,15.942333,15.573789,15.271935,15.004695,14.788994,14.594156,14.442677,14.331633,14.236517,14.192433,14.19657,14.243333,14.340222,14.4772,14.660042,14.863889,15.046354,15.211893,15.274983,15.221033
GTM,NA,NA,NA,NA,NA,NA,NA,236.661991,231.058514,225.653473,220.570946,215.383227,210.366854,205.396163,200.573048,195.686819,190.886045,185.968702,181.069538,176.112648,171.034055,165.967129,160.901166,155.789828,150.803086,145.838802,140.925196,136.084055,131.414509,126.74884,122.140394,117.628773,113.163771,108.722868,104.33352,100.035336,95.797878,91.66768,87.645757,83.765766,80.083595,76.508265,73.09261,69.832016,66.755882,63.851827,61.124568,58.558213,56.138299,53.847029,51.664682,49.621908,47.661728,45.804486,44.02801,42.344864,40.756808,39.226271,37.772339,36.37436,35.011045,33.690123,32.406131,31.192097,30.082321,29.015573,27.996179,27.078249,26.18502
GIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.140357,341.399714,338.599457,335.933204,332.967184,330.076152,327.071104,324.121739,321.142679,318.152292,314.878964,311.353714,307.519793,303.391761,298.912679,294.143844,289.165562,284.150893,279.011676,274.093676,269.293784,264.534709,259.905716,255.330493,250.663035,245.826765,240.880284,235.569769,229.691697,223.397595,216.573446,209.587024,202.487711,195.351296,188.160544,180.84241,173.544923,166.157598,158.91009,151.954174,145.399943,139.474685,134.2881,129.775938,125.886276,122.636849,119.787215,117.243633,115.015374,112.805612,110.908727,108.975852,107.185557,105.299714,103.163414,100.778333
GNB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.365951,238.786796,234.710963,230.837741,226.76711,222.622592,218.254535,213.875545,209.547009,204.967947,200.164028,195.305348,190.304932,185.200331,180.080358,174.759928,169.241567,163.437301,157.446171,151.265482,145.014659,138.704417,132.298649,125.854,119.755695,113.827693,108.271341,103.11374,98.708469,94.810894,91.199053,87.722563,84.502792,81.475168
GUY,152.860731,145.933304,138.964297,132.263689,125.546893,119.090017,112.841789,106.882629,101.534079,96.536665,92.0936,88.210646,84.896589,82.107281,79.822206,77.996523,76.634947,75.502446,74.665588,74.117855,73.7422,73.462945,73.26449,73.105778,72.928792,72.622802,72.233418,71.728707,71.220698,70.671485,70.097911,69.348803,68.737794,67.979113,67.222196,66.361042,65.372254,64.305203,63.098073,61.748038,60.315356,58.754324,57.230408,55.683575,54.209546,52.791306,51.463294,50.187297,48.964777,47.764189,46.610558,45.519599,44.423931,43.399675,42.439942,41.548354,40.662696,39.835941,39.005507,38.190987,37.434303,36.650954,35.874112,34.973356,34.072182,33.107095,32.118161,31.152174,30.144712
HTI,NA,NA,NA,NA,NA,NA,300.994369,296.441061,291.792819,287.492048,283.183846,279.055659,275.112438,271.229532,267.064393,262.999612,258.738472,254.388554,249.936267,245.304508,240.534356,235.649505,230.600702,225.500629,220.251722,214.927988,209.685386,204.502831,199.406885,194.406666,189.461923,184.601939,179.765763,175.072601,170.347301,165.776494,161.278108,157.002347,152.793638,148.66463,144.489278,140.304647,136.136954,131.965486,127.752125,123.500373,119.240815,115.058832,111.027232,107.132015,103.43277,100.004197,96.85238,94.140171,91.600821,89.298734,87.212732,85.242485,83.348157,81.523858,208.62031,77.964843,76.214723,74.407502,72.553524,70.619765,68.709928,66.744357,64.76362
