ISO Code;Country Name;Uncertainty bounds*;1950,5;1951,5;1952,5;1953,5;1954,5;1955,5;1956,5;1957,5;1958,5;1959,5;1960,5;1961,5;1962,5;1963,5;1964,5;1965,5;1966,5;1967,5;1968,5;1969,5;1970,5;1971,5;1972,5;1973,5;1974,5;1975,5;1976,5;1977,5;1978,5;1979,5;1980,5;1981,5;1982,5;1983,5;1984,5;1985,5;1986,5;1987,5;1988,5;1989,5;1990,5;1991,5;1992,5;1993,5;1994,5;1995,5;1996,5;1997,5;1998,5;1999,5;2000,5;2001,5;2002,5;2003,5;2004,5;2005,5;2006,5;2007,5;2008,5;2009,5;2010,5;2011,5;2012,5;2013,5;2014,5;2015,5;2016,5;2017,5;2018,5
AUT;Austria;Upper;;;;;58,506197;55,220457;52,960962;51,021379;48,960414;46,405034;43,696416;41,07203;38,700014;36,675772;34,897988;33,406724;32,174154;31,118629;30,410522;29,968593;29,677429;29,317084;28,621287;27,466367;25,623779;23,51463;21,562506;19,869475;18,513737;17,441449;16,604259;15,860992;15,092817;14,355791;13,62468;12,904989;12,17973;11,443457;10,799031;10,249439;9,784718;9,316961;8,779571;8,196646;7,584544;7,023283;6,570984;6,220566;5,975827;5,804614;5,695097;5,61891;5,51658;5,398241;5,242782;5,086185;4,951091;4,828506;4,724068;4,61826;4,508703;4,376661;4,220201;4,079329;3,962516;3,874527;3,82716;3,845071;3,902677
AZE;Azerbaijan;Lower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,347822;92,560788;92,028752;90,761092;89,511226;88,383267;87,485594;86,896539;86,543194;86,790531;87,260153;87,466524;87,164468;85,890696;83,599433;80,521833;76,652365;72,023464;67,000233;61,963059;56,905346;52,454331;48,614674;45,098075;41,973749;39,062918;36,397023;33,634998;31,000148;28,485885;26,123393;23,91616;21,791714;19,713795;17,688264;15,832576;14,261078
AZE;Azerbaijan;Median;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,105385;106,668048;104,247571;101,976945;99,927546;98,192972;96,831236;95,956058;95,591723;95,834959;96,127939;96,257505;95,891759;94,512394;92,207905;88,884085;84,762317;79,973096;74,958278;69,77523;64,880804;60,388789;56,228254;52,512574;49,158882;46,05096;43,128693;40,305376;37,636486;35,077671;32,684176;30,454657;28,324239;26,316238;24,490864;22,880627;21,523393
AZE;Azerbaijan;Upper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129,793693;122,958373;118,31121;114,569286;111,286573;108,598432;106,697865;105,441265;105,112202;105,202652;105,487995;105,582068;105,240331;104,067;101,720035;98,22911;93,837276;89,026958;83,739997;78,23398;73,221801;68,494929;64,219134;60,508375;56,983934;53,74248;50,756468;47,913782;45,40551;42,959296;40,622364;38,510555;36,569081;34,969041;33,578271;32,932773;32,309242
BHS;Bahamas;Lower;;;;;;;;;;;;;;;;;;;25,643591;26,84612;27,880455;28,726389;29,329843;29,72727;29,833341;29,781261;29,529766;29,202391;28,837436;28,439751;28,022583;27,639327;27,303973;27,056944;26,827957;26,498628;26,008016;25,317078;24,43561;23,403359;22,370397;21,307262;20,295352;19,355139;18,421281;17,535422;16,688422;15,945438;15,382919;14,974575;14,71328;14,562219;14,459571;14,35486;14,173326;13,929528;13,637879;13,277366;12,86491;12,436525;12,014784;11,605474;11,165495;10,689844;10,180033;9,650756;9,101697;8,565769;8,007355
BHS;Bahamas;Median;;;;;;;;;;;;;;;;;;;29,433911;29,923774;30,394457;30,858539;31,219799;31,468568;31,570281;31,462427;31,202034;30,830155;30,410069;29,942427;29,482019;29,056131;28,691535;28,406669;28,1423;27,791595;27,255305;26,533977;25,632844;24,595274;23,514015;22,431597;21,389105;20,390292;19,445808;18,527352;17,671734;16,931729;16,348987;15,929271;15,663799;15,521509;15,420128;15,292787;15,113515;14,869234;14,542653;14,150262;13,726656;13,293156;12,87487;12,480745;12,116376;11,784733;11,470943;11,162072;10,862977;10,539257;10,234809
BHS;Bahamas;Upper;;;;;;;;;;;;;;;;;;;33,771613;33,369296;33,190275;33,203591;33,349574;33,429106;33,388835;33,251822;32,95394;32,557099;32,070472;31,544327;31,024283;30,544551;30,128347;29,814999;29,492933;29,111226;28,566341;27,826254;26,887931;25,833984;24,720475;23,606853;22,534296;21,499562;20,520479;19,57951;18,697738;17,963523;17,378653;16,966409;16,690881;16,53812;16,458543;16,302128;16,129902;15,859644;15,525126;15,114251;14,658918;14,204155;13,794251;13,446632;13,187719;13,069054;13,014273;12,989888;12,973429;13,021433;13,069433
BHR;Bahrain;Lower;;;;;;;223,365311;211,89396;199,454692;186,529523;172,917352;159,261461;146,132447;133,24861;121,148408;110,062228;99,849302;90,385214;81,846257;74,036918;67,026375;60,7302;55,10646;50,165848;45,994651;42,402322;39,416523;36,808576;34,545984;32,545254;30,758177;29,198305;27,785734;26,47546;25,26667;24,235182;23,452147;22,900978;22,556919;22,360405;22,164223;21,835504;21,223714;20,227567;18,910178;17,420741;15,943486;14,595005;13,474761;12,60934;11,963099;11,469021;11,087599;10,756884;10,455357;10,13044;9,759582;9,340706;8,907587;8,492931;8,12635;7,817793;7,575334;7,340094;7,094062;6,835068;6,546882;6,188036;5,82294
BHR;Bahrain;Median;;;;;;;280,200063;257,348984;236,591348;216,914588;198,793688;182,221706;166,263281;151,606475;138,146927;125,488356;113,828968;103,034725;93,100325;84,03687;75,774678;68,358569;61,775047;56,002773;50,988451;46,654874;42,926985;39,676922;36,84877;34,36688;32,200756;30,354247;28,765548;27,357486;26,116435;25,09338;24,289249;23,717362;23,370927;23,167783;22,976332;22,620056;21,987247;20,983978;19,635379;18,116717;16,608186;15,229449;14,087413;13,199385;12,522035;12,010796;11,612894;11,272409;10,952954;10,615341;10,222535;9,791667;9,349762;8,92079;8,533783;8,228906;7,995301;7,826071;7,697788;7,57404;7,431226;7,272313;7,094626
BHR;Bahrain;Upper;;;;;;;354,056293;315,143158;282,49418;253,965233;229,220749;208,046459;189,180565;172,184068;156,907504;142,866017;129,673599;117,765815;106,238409;95,795209;86,231222;77,539437;69,718482;62,72558;56,582782;51,24995;46,653778;42,672725;39,228496;36,27768;33,74684;31,596794;29,802087;28,306208;27,017954;25,968374;25,13819;24,552788;24,20799;23,99499;23,806605;23,4459;22,792413;21,754283;20,374659;18,836645;17,285319;15,883501;14,712563;13,799785;13,106237;12,580992;12,17313;11,812039;11,481242;11,117952;10,706721;10,268305;9,815549;9,370937;8,9758;8,670779;8,461521;8,359857;8,359817;8,430741;8,510083;8,607829;8,684439
BGD;Bangladesh;Lower;293,203217;288,542044;283,537954;278,477923;272,873952;267,047313;261,469788;255,764704;250,404943;245,146151;239,975573;235,323373;230,873387;226,70174;222,705198;219,197932;216,639615;214,638822;213,302162;212,520129;212,257715;211,804698;211,556034;210,848092;209,774621;208,075406;205,811074;203,087226;199,804998;196,212144;192,253235;188,032558;183,626524;178,909784;173,800074;168,461048;162,943854;157,204587;151,278087;145,358049;139,456596;133,531587;127,685735;121,828711;116,075703;110,396004;104,816002;99,420168;94,195413;89,197385;84,405442;79,831231;75,498799;71,399386;67,478755;63,751653;60,129234;56,657999;53,362514;50,187715;47,175965;44,325652;41,598994;38,969586;36,420954;33,949016;31,547264;29,324858;27,265483
BGD;Bangladesh;Median;345,444848;335,103558;325,362668;315,969866;306,845556;298,247095;289,914964;282,038392;274,337025;267,101509;260,240907;253,853485;247,992845;242,580018;237,71237;233,587671;230,215286;227,555897;225,523658;224,103075;223,131357;222,355866;221,537963;220,49168;219,010952;217,021426;214,391046;211,112445;207,315813;203,152262;198,727796;194,119715;189,278035;184,232754;178,915955;173,316644;167,511406;161,622933;155,643148;149,637172;143,660833;137,674852;131,680833;125,659075;119,709073;113,893102;108,18942;102,642558;97,301201;92,191569;87,284917;82,64792;78,197362;73,986059;69,964664;66,118998;62,404907;58,827177;55,413002;52,176992;49,098504;46,182103;43,430364;40,841765;38,397396;36,098251;33,940672;31,936574;30,157008
BGD;Bangladesh;Upper;407,517024;389,970128;373,197017;358,516344;345,269269;333,31956;321,635205;310,641393;300,575312;291,074861;282,223214;274,286056;266,554768;259,770874;253,672759;248,40401;244,106329;240,718038;238,035927;235,988616;234,623578;233,338374;232,065293;230,726351;228,85954;226,319912;223,410445;219,577364;215,237764;210,45927;205,463562;200,297704;195,024059;189,653951;184,030264;178,228543;172,338072;166,207047;160,133272;154,099717;147,957767;141,831085;135,694318;129,54266;123,46603;117,463299;111,660828;105,980203;100,536359;95,293312;90,249832;85,505453;80,97651;76,709866;72,582268;68,620427;64,817502;61,117681;57,619888;54,2979;51,131922;48,150107;45,385006;42,834189;40,478998;38,367551;36,427006;34,72942;33,265665
BRB;Barbados;Lower;;;;;158,858758;139,830904;122,90919;108,480683;96,916293;88,151872;81,367216;75,763104;70,934632;66,567011;62,725102;59,22136;56,136167;53,475027;50,898064;48,455463;46,015613;43,628266;41,306845;39,013583;36,863517;34,767957;32,716014;30,734531;28,868541;27,131106;25,567435;24,185731;23,077087;22,123006;21,333584;20,617637;19,932388;19,207539;18,472007;17,749854;17,01644;16,294747;15,607314;15,005773;14,527468;14,174351;13,943828;13,837007;13,838724;13,933869;14,089828;14,29912;14,480171;14,601063;14,620809;14,55296;14,416;14,234716;14,017166;13,759355;13,459673;13,093842;12,637905;12,125398;11,5562;10,923649;10,313311;9,689866;9,060048
